Provider,Location,Device,Aggregate Date,Test Count,Sample Count,Platform,Technology Type,Metric Type,Device Count,Latency,Download Speed,Upload Speed,Download Speed Mbps,Upload Speed Mbps
Claro,"Amazonas, Colombia",,Jan 2021,51,21,N/A,cellular,mean,21,92,1754,9170,1.75,9.17
Claro,"Antioquia, Colombia",,Jan 2021,7516,2909,N/A,cellular,mean,2909,60,15033,8350,15.03,8.35
Claro,"Arauca, Colombia",,Jan 2021,84,39,N/A,cellular,mean,39,82,1306,5353,1.31,5.35
Claro,"Atlantico, Colombia",,Jan 2021,2122,816,N/A,cellular,mean,816,52,19555,10547,19.56,10.55
Claro,"Bogota, Colombia",,Jan 2021,15574,6145,N/A,cellular,mean,6145,48,15525,9165,15.53,9.17
Claro,"Bolivar, Colombia",,Jan 2021,982,361,N/A,cellular,mean,361,59,18099,10223,18.1,10.22
Claro,"Boyaca, Colombia",,Jan 2021,2188,596,N/A,cellular,mean,596,70,8448,7520,8.45,7.52
Claro,"Caldas, Colombia",,Jan 2021,721,288,N/A,cellular,mean,288,105,11721,8856,11.72,8.86
Claro,"Caquetá, Colombia",,Jan 2021,135,66,N/A,cellular,mean,66,80,12598,8124,12.6,8.12
Claro,"Casanare, Colombia",,Jan 2021,525,168,N/A,cellular,mean,168,62,8537,6782,8.54,6.78
Claro,"Cauca Department, Colombia",,Jan 2021,514,168,N/A,cellular,mean,168,73,10466,6726,10.47,6.73
Claro,"Cesar, Colombia",,Jan 2021,506,220,N/A,cellular,mean,220,56,13330,8173,13.33,8.17
Claro,"Choco, Colombia",,Jan 2021,241,66,N/A,cellular,mean,66,141,5065,6365,5.07,6.37
Claro,"Cordoba, Colombia",,Jan 2021,537,190,N/A,cellular,mean,190,72,7444,8649,7.44,8.65
Claro,"Cundinamarca, Colombia",,Jan 2021,4412,1754,N/A,cellular,mean,1754,62,10917,7007,10.92,7.01
Claro,"Guainia, Colombia",,Jan 2021,4,3,N/A,cellular,mean,3,79,2925,10576,2.93,10.58
Claro,"Huila, Colombia",,Jan 2021,586,227,N/A,cellular,mean,227,65,13004,7551,13,7.55
Claro,"La Guajira, Colombia",,Jan 2021,204,80,N/A,cellular,mean,80,64,12442,6927,12.44,6.93
Claro,"Magdalena, Colombia",,Jan 2021,638,288,N/A,cellular,mean,288,57,14537,9066,14.54,9.07
Claro,"Meta, Colombia",,Jan 2021,1267,437,N/A,cellular,mean,437,61,12927,10016,12.93,10.02
Claro,"Narino, Colombia",,Jan 2021,343,151,N/A,cellular,mean,151,68,15477,7782,15.48,7.78
Claro,"North Santander, Colombia",,Jan 2021,831,322,N/A,cellular,mean,322,78,10172,8418,10.17,8.42
Claro,"Putumayo, Colombia",,Jan 2021,136,58,N/A,cellular,mean,58,117,7919,7354,7.92,7.35
Claro,"Quindio, Colombia",,Jan 2021,454,185,N/A,cellular,mean,185,99,11742,8178,11.74,8.18
Claro,"Risaralda, Colombia",,Jan 2021,651,339,N/A,cellular,mean,339,101,11801,6329,11.8,6.33
Claro,"San Andrés and Providencia, Colombia",,Jan 2021,394,102,N/A,cellular,mean,102,97,1274,6306,1.27,6.31
Claro,"Santander Department, Colombia",,Jan 2021,1387,500,N/A,cellular,mean,500,55,14266,7135,14.27,7.14
Claro,"Sucre, Colombia",,Jan 2021,420,159,N/A,cellular,mean,159,71,9963,8556,9.96,8.56
Claro,"Tolima, Colombia",,Jan 2021,1116,359,N/A,cellular,mean,359,55,13437,6919,13.44,6.92
Claro,"Valle del Cauca, Colombia",,Jan 2021,3010,1093,N/A,cellular,mean,1093,60,15851,8581,15.85,8.58
Claro,"Vaupes, Colombia",,Jan 2021,34,3,N/A,cellular,mean,3,89,377,7165,0.38,7.17
Claro,"Vichada, Colombia",,Jan 2021,13,4,N/A,cellular,mean,4,136,192,2210,0.19,2.21
Claro,"Guaviare, Colombia",,Jan 2021,28,16,N/A,cellular,mean,16,64,7964,10706,7.96,10.71
Tigo,"Amazonas, Colombia",,Jan 2021,3,2,N/A,cellular,mean,2,915,752,13,0.75,0.01
Tigo,"Antioquia, Colombia",,Jan 2021,3562,1601,N/A,cellular,mean,1601,33,26111,12175,26.11,12.18
Tigo,"Arauca, Colombia",,Jan 2021,6,3,N/A,cellular,mean,3,85,4641,952,4.64,0.95
Tigo,"Atlantico, Colombia",,Jan 2021,1855,1024,N/A,cellular,mean,1024,34,23705,12352,23.71,12.35
Tigo,"Bogota, Colombia",,Jan 2021,4740,2131,N/A,cellular,mean,2131,30,28648,13350,28.65,13.35
Tigo,"Bolivar, Colombia",,Jan 2021,501,250,N/A,cellular,mean,250,36,26119,11114,26.12,11.11
Tigo,"Boyaca, Colombia",,Jan 2021,156,86,N/A,cellular,mean,86,46,15516,9859,15.52,9.86
Tigo,"Caldas, Colombia",,Jan 2021,253,108,N/A,cellular,mean,108,39,17967,11841,17.97,11.84
Tigo,"Casanare, Colombia",,Jan 2021,22,12,N/A,cellular,mean,12,33,20927,12819,20.93,12.82
Tigo,"Cauca Department, Colombia",,Jan 2021,101,58,N/A,cellular,mean,58,42,23390,13488,23.39,13.49
Tigo,"Cesar, Colombia",,Jan 2021,126,78,N/A,cellular,mean,78,48,25041,11663,25.04,11.66
Tigo,"Choco, Colombia",,Jan 2021,6,5,N/A,cellular,mean,5,104,13453,10034,13.45,10.03
Tigo,"Cordoba, Colombia",,Jan 2021,308,159,N/A,cellular,mean,159,78,23475,11246,23.48,11.25
Tigo,"Cundinamarca, Colombia",,Jan 2021,1450,576,N/A,cellular,mean,576,30,19712,11273,19.71,11.27
Tigo,"Huila, Colombia",,Jan 2021,44,26,N/A,cellular,mean,26,46,7025,12127,7.03,12.13
Tigo,"La Guajira, Colombia",,Jan 2021,177,79,N/A,cellular,mean,79,37,20407,12817,20.41,12.82
Tigo,"Magdalena, Colombia",,Jan 2021,614,182,N/A,cellular,mean,182,42,20591,12236,20.59,12.24
Tigo,"Meta, Colombia",,Jan 2021,122,57,N/A,cellular,mean,57,44,20188,12647,20.19,12.65
Tigo,"Narino, Colombia",,Jan 2021,95,44,N/A,cellular,mean,44,52,22004,12665,22,12.67
Tigo,"North Santander, Colombia",,Jan 2021,111,69,N/A,cellular,mean,69,51,18467,11302,18.47,11.3
Tigo,"Quindio, Colombia",,Jan 2021,236,95,N/A,cellular,mean,95,41,21298,12606,21.3,12.61
Tigo,"Risaralda, Colombia",,Jan 2021,243,127,N/A,cellular,mean,127,35,20060,8544,20.06,8.54
